index,latitude,longitude
7591,-36.3923,141.3505
7592,-36.3923,141.3514
7593,-36.3923,141.3524
7594,-36.3924,141.3534
7595,-36.3924,141.3544
7596,-36.3924,141.3554
7597,-36.3924,141.3564
7598,-36.3925,141.3574
7599,-36.3925,141.3584
7600,-36.3925,141.3594
7601,-36.3926,141.3604
7602,-36.3926,141.3614
7603,-36.3926,141.3623
7604,-36.3927,141.3633
7605,-36.3927,141.3643
7606,-36.3927,141.3653
7607,-36.3927,141.3663
7608,-36.3928,141.3673
7609,-36.3928,141.3683
7610,-36.3928,141.3693
7611,-36.3929,141.3703
7612,-36.3929,141.3713
7613,-36.3929,141.3723
7614,-36.393,141.3732
7615,-36.393,141.3742
7616,-36.393,141.3752
7617,-36.393,141.3762
7618,-36.3931,141.3772
7619,-36.3931,141.3782
7620,-36.3932,141.3792
7621,-36.3933,141.3802
7622,-36.3934,141.3812
7623,-36.3935,141.3822
7624,-36.3937,141.3832
7625,-36.3938,141.3842
7626,-36.3939,141.3851
7627,-36.394,141.3861
7628,-36.3941,141.3871
7629,-36.3942,141.3881
7630,-36.3943,141.3891
7631,-36.3944,141.3901
7632,-36.3945,141.3911
7633,-36.3947,141.3921
7634,-36.3948,141.3931
7635,-36.3949,141.3941
7636,-36.395,141.3951
7637,-36.3951,141.3961
7638,-36.3952,141.397
7639,-36.3953,141.398
7640,-36.3954,141.399
7641,-36.3955,141.4
7642,-36.3957,141.401
7643,-36.3958,141.402
7644,-36.3959,141.403
7645,-36.396,141.404
7646,-36.3961,141.405
7647,-36.3962,141.406
7648,-36.3963,141.407
7649,-36.3964,141.408
7650,-36.3965,141.4089
7651,-36.3967,141.4099
7652,-36.3968,141.4109
7653,-36.3969,141.4119
7654,-36.397,141.4129
7655,-36.3971,141.4139
7656,-36.3972,141.4149
7657,-36.3973,141.4159
7658,-36.3974,141.4169
7659,-36.3975,141.4179
7660,-36.3977,141.4189
7661,-36.3978,141.4199
7662,-36.3979,141.4209
7663,-36.398,141.4218
7664,-36.3981,141.4228
7665,-36.3982,141.4238
7666,-36.3983,141.4248
7667,-36.3984,141.4258
7668,-36.3985,141.4268
7669,-36.3987,141.4278
7670,-36.3988,141.4288
7671,-36.3989,141.4298
7672,-36.399,141.4308
7673,-36.3991,141.4318
7674,-36.3992,141.4328
7675,-36.3993,141.4337
7676,-36.3994,141.4347
7677,-36.3995,141.4357
7678,-36.3997,141.4367
7679,-36.3998,141.4377
7680,-36.3999,141.4387
7681,-36.4,141.4397
7682,-36.4001,141.4407
7683,-36.4002,141.4417
7684,-36.4003,141.4427
7685,-36.4004,141.4437
7686,-36.4005,141.4447
7687,-36.4007,141.4457
7688,-36.4008,141.4466
7689,-36.4009,141.4476
7690,-36.401,141.4486
7691,-36.4011,141.4496
7692,-36.4012,141.4506
7693,-36.4013,141.4516
7694,-36.4014,141.4526
7695,-36.4015,141.4536
7696,-36.4017,141.4546
7697,-36.4018,141.4556
7698,-36.4019,141.4566
7699,-36.402,141.4576
7700,-36.4021,141.4585
7701,-36.4022,141.4595
7702,-36.4023,141.4605
7703,-36.4024,141.4615
7704,-36.4025,141.4625
7705,-36.4027,141.4635
7706,-36.4028,141.4645
7707,-36.4029,141.4655
7708,-36.403,141.4665
7709,-36.4031,141.4675
7710,-36.4032,141.4685
7711,-36.4033,141.4695
7712,-36.4034,141.4704
7713,-36.4035,141.4714
7714,-36.4037,141.4724
7715,-36.4038,141.4734
7716,-36.4039,141.4744
7717,-36.404,141.4754
7718,-36.4041,141.4764
7719,-36.4039,141.4774
7720,-36.4037,141.4783
7721,-36.4036,141.4793
7722,-36.4034,141.4803
7723,-36.4032,141.4812
7724,-36.403,141.4822
7725,-36.4028,141.4832
7726,-36.4027,141.4841
7727,-36.4025,141.4851
7728,-36.4023,141.4861
7729,-36.4021,141.487
7730,-36.4019,141.488
7731,-36.4018,141.489
7732,-36.4016,141.4899
7733,-36.4014,141.4909
7734,-36.4008,141.4917
7735,-36.4003,141.4926
7736,-36.3997,141.4934
7737,-36.3992,141.4942
7738,-36.3986,141.495
7739,-36.3981,141.4959
7740,-36.3975,141.4967
7741,-36.397,141.4975
7742,-36.3964,141.4983
7743,-36.3959,141.4992
7744,-36.3953,141.5
7745,-36.3948,141.5008
7746,-36.3942,141.5017
7747,-36.3937,141.5025
7748,-36.3931,141.5033
7749,-36.3926,141.5041
7750,-36.392,141.505
7751,-36.3915,141.5058
7752,-36.3909,141.5066
7753,-36.3904,141.5075
7754,-36.3898,141.5083
7755,-36.3893,141.5091
7756,-36.3887,141.5099
7757,-36.3882,141.5108
7758,-36.3876,141.5116
7759,-36.3871,141.5124
7760,-36.3865,141.5132
7761,-36.386,141.5141
7762,-36.3854,141.5149
7763,-36.3853,141.5159
7764,-36.3852,141.5169
7765,-36.3851,141.5179
7766,-36.385,141.5189
7767,-36.3848,141.5198
7768,-36.3847,141.5208
7769,-36.3846,141.5218
7770,-36.3845,141.5228
7771,-36.3844,141.5238
7772,-36.3843,141.5248
7773,-36.3842,141.5258
7774,-36.3841,141.5268
7775,-36.384,141.5278
7776,-36.3839,141.5288
7777,-36.3837,141.5297
7778,-36.3836,141.5307
7779,-36.3835,141.5317
7780,-36.3834,141.5327
7781,-36.3833,141.5337
7782,-36.3832,141.5347
7783,-36.3831,141.5357
7784,-36.383,141.5367
7785,-36.3829,141.5377
7786,-36.3828,141.5387
7787,-36.3826,141.5396
7788,-36.3825,141.5406
7789,-36.3824,141.5416
7790,-36.3823,141.5426
7791,-36.3822,141.5436
7792,-36.3819,141.5445
7793,-36.3816,141.5455
7794,-36.3813,141.5464
7795,-36.381,141.5474
7796,-36.3807,141.5483
7797,-36.3804,141.5493
7798,-36.3801,141.5502
7799,-36.3798,141.5512
7800,-36.3795,141.5521
7801,-36.3792,141.5531
7802,-36.3789,141.554
7803,-36.3786,141.555
7804,-36.3783,141.5559
7805,-36.3781,141.5568
7806,-36.3778,141.5578
7807,-36.3775,141.5587
7808,-36.3772,141.5597
7809,-36.3769,141.5606
7810,-36.3766,141.5616
7811,-36.3763,141.5625
7812,-36.376,141.5635
7813,-36.3757,141.5644
7814,-36.3754,141.5654
7815,-36.3751,141.5663
7816,-36.3748,141.5673
7817,-36.3745,141.5682
7818,-36.3742,141.5691
7819,-36.3739,141.5701
7820,-36.3736,141.571
7821,-36.3733,141.572
7822,-36.373,141.5729
7823,-36.3727,141.5739
7824,-36.3724,141.5748
7825,-36.3721,141.5758
7826,-36.3718,141.5767
7827,-36.3715,141.5777
7828,-36.3712,141.5786
7829,-36.3709,141.5796
7830,-36.3706,141.5805
7831,-36.3704,141.5814
7832,-36.3701,141.5824
7833,-36.3698,141.5833
7834,-36.3695,141.5843
7835,-36.3692,141.5852
7836,-36.3689,141.5862
7837,-36.3686,141.5871
7838,-36.3683,141.5881
7839,-36.368,141.589
7840,-36.3677,141.59
7841,-36.3674,141.5909
7842,-36.3671,141.5919
7843,-36.3668,141.5928
7844,-36.3665,141.5938
7845,-36.3662,141.5947
7846,-36.3659,141.5956
7847,-36.3656,141.5966
7848,-36.3653,141.5975
7849,-36.365,141.5985
7850,-36.3647,141.5994
7851,-36.3644,141.6004
7852,-36.3641,141.6013
7853,-36.3638,141.6023
7854,-36.3635,141.6032
7855,-36.3632,141.6042
7856,-36.3629,141.6051
7857,-36.3626,141.6061
7858,-36.3624,141.607
7859,-36.3621,141.6079
7860,-36.3618,141.6089
7861,-36.3615,141.6098
7862,-36.3612,141.6108
7863,-36.3609,141.6117
7864,-36.3606,141.6127
7865,-36.3603,141.6136
7866,-36.36,141.6146
7867,-36.3597,141.6155
7868,-36.3594,141.6165
7869,-36.3591,141.6174
7870,-36.3588,141.6184
7871,-36.3585,141.6193
7872,-36.3579,141.6201
7873,-36.3574,141.6209
7874,-36.3568,141.6216
7875,-36.3562,141.6224
7876,-36.3557,141.6232
7877,-36.3551,141.624
7878,-36.3545,141.6248
7879,-36.354,141.6256
7880,-36.3534,141.6263
7881,-36.3529,141.6271
7882,-36.3523,141.6279
7883,-36.3517,141.6287
7884,-36.3512,141.6295
7885,-36.3506,141.6302
7886,-36.35,141.631
7887,-36.3495,141.6318
7888,-36.3489,141.6326
7889,-36.3483,141.6334
7890,-36.3478,141.6342
7891,-36.3472,141.6349
7892,-36.3466,141.6357
7893,-36.3461,141.6365
7894,-36.3455,141.6373
7895,-36.345,141.6381
7896,-36.3444,141.6389
7897,-36.3438,141.6396
7898,-36.3433,141.6404
7899,-36.3427,141.6412
7900,-36.2743,143.3631
7901,-36.2743,143.3641
7902,-36.2743,143.3651
7903,-36.2743,143.3661
7904,-36.2744,143.3671
7905,-36.2744,143.3681
7906,-36.2744,143.3691
7907,-36.2744,143.3701
7908,-36.2744,143.3711
7909,-36.2744,143.3721
7910,-36.2745,143.3731
7911,-36.2745,143.3741
7912,-36.2745,143.3751
7913,-36.2745,143.3761
7914,-36.2745,143.377
7915,-36.2745,143.378
7916,-36.2745,143.379
7917,-36.2746,143.38
7918,-36.2746,143.381
7919,-36.2746,143.382
7920,-36.2746,143.383
7921,-36.2746,143.384
7922,-36.2746,143.385
7923,-36.2747,143.386
7924,-36.2747,143.387
7925,-36.2747,143.388
7926,-36.2747,143.389
7927,-36.275,143.3899
7928,-36.2753,143.3908
7929,-36.2757,143.3917
7930,-36.276,143.3926
7931,-36.2763,143.3935
7932,-36.2767,143.3944
7933,-36.277,143.3953
7934,-36.2773,143.3962
7935,-36.2776,143.3971
7936,-36.278,143.398
7937,-36.2783,143.3989
7938,-36.2786,143.3999
7939,-36.2789,143.4008
7940,-36.2793,143.4017
7941,-36.2796,143.4026
7942,-36.2799,143.4035
7943,-36.2802,143.4044
7944,-36.2806,143.4053
7945,-36.2809,143.4062
7946,-36.2812,143.4071
7947,-36.2815,143.408
7948,-36.2819,143.4089
7949,-36.2822,143.4098
7950,-36.2825,143.4107
7951,-36.283,143.4115
7952,-36.2836,143.4124
7953,-36.2841,143.4132
7954,-36.2846,143.4141
7955,-36.2851,143.4149
7956,-36.2857,143.4158
7957,-36.2862,143.4166
7958,-36.2867,143.4174
7959,-36.2872,143.4183
7960,-36.2878,143.4191
7961,-36.2883,143.42
7962,-36.2888,143.4208
7963,-36.2893,143.4217
7964,-36.2899,143.4225
7965,-36.2904,143.4233
7966,-36.2909,143.4242
7967,-36.2914,143.425
7968,-36.292,143.4259
7969,-36.2925,143.4267
7970,-36.293,143.4276
7971,-36.2935,143.4284
7972,-36.2941,143.4292
7973,-36.2946,143.4301
7974,-36.2951,143.4309
7975,-36.2956,143.4318
7976,-36.2962,143.4326
7977,-36.2967,143.4335
7978,-36.2972,143.4343
7979,-36.2977,143.4352
7980,-36.2983,143.436
7981,-36.2988,143.4368
7982,-36.2993,143.4377
7983,-36.2998,143.4385
7984,-36.3004,143.4394
7985,-36.3009,143.4402
7986,-36.3014,143.4411
7987,-36.3019,143.4419
7988,-36.3025,143.4427
7989,-36.303,143.4436
7990,-36.3035,143.4444
7991,-36.304,143.4453
7992,-36.3046,143.4461
7993,-36.3051,143.447
7994,-36.3056,143.4478
7995,-36.3061,143.4486
7996,-36.3067,143.4495
7997,-36.3072,143.4503
7998,-36.3077,143.4512
7999,-36.3082,143.452
8000,-36.3088,143.4529
8001,-36.3093,143.4537
8002,-36.31,143.4543
8003,-36.3108,143.455
8004,-36.3115,143.4556
8005,-36.3123,143.4563
8006,-36.313,143.4569
8007,-36.3138,143.4576
8008,-36.3145,143.4582
8009,-36.3153,143.4589
8010,-36.316,143.4595
8011,-36.3168,143.4602
8012,-36.3175,143.4608
8013,-36.3182,143.4615
8014,-36.319,143.4621
8015,-36.3197,143.4628
8016,-36.3205,143.4634
8017,-36.3212,143.4641
8018,-36.322,143.4647
8019,-36.3227,143.4654
8020,-36.3235,143.466
8021,-36.3242,143.4667
8022,-36.325,143.4673
8023,-36.3257,143.468
8024,-36.3264,143.4686
8025,-36.3272,143.4693
8026,-36.3279,143.4699
8027,-36.3287,143.4706
8028,-36.3294,143.4712
8029,-36.3302,143.4719
8030,-36.3309,143.4725
8031,-36.3317,143.4732
8032,-36.3324,143.4738
8033,-36.3332,143.4745
8034,-36.3339,143.4751
8035,-36.3343,143.476
8036,-36.3347,143.4769
8037,-36.3352,143.4778
8038,-36.3356,143.4787
8039,-36.336,143.4796
8040,-36.3364,143.4805
8041,-36.3369,143.4814
8042,-36.3373,143.4823
8043,-36.3377,143.4832
8044,-36.3381,143.4841
8045,-36.3385,143.485
8046,-36.339,143.4859
8047,-36.3394,143.4868
8048,-36.3398,143.4877
8049,-36.3402,143.4886
8050,-36.3407,143.4895
8051,-36.3411,143.4904
8052,-36.3415,143.4913
8053,-36.3419,143.4922
8054,-36.3423,143.4931
8055,-36.3428,143.494
8056,-36.3432,143.495
8057,-36.3436,143.4959
8058,-36.344,143.4968
8059,-36.3445,143.4977
8060,-36.3449,143.4986
8061,-36.3453,143.4995
8062,-36.3457,143.5004
8063,-36.3461,143.5013
8064,-36.3466,143.5022
8065,-36.347,143.5031
8066,-36.3474,143.504
8067,-36.3478,143.5049
8068,-36.3483,143.5058
8069,-36.3487,143.5067
8070,-36.3491,143.5076
8071,-36.3495,143.5085
8072,-36.3499,143.5094
8073,-36.3504,143.5103
8074,-36.3508,143.5112
8075,-36.3512,143.5121
8076,-36.3516,143.513
8077,-36.3521,143.5139
8078,-36.3525,143.5148
8079,-36.3529,143.5157
8080,-36.3533,143.5166
8081,-36.3537,143.5175
8082,-36.3542,143.5184
8083,-36.3546,143.5193
8084,-36.355,143.5202
8085,-36.3554,143.5211
8086,-36.3558,143.522
8087,-36.3563,143.5229
8088,-36.3567,143.5238
8089,-36.3571,143.5247
8090,-36.3575,143.5256
8091,-36.358,143.5265
8092,-36.3584,143.5274
8093,-36.3588,143.5283
8094,-36.3592,143.5292
8095,-36.3596,143.5301
8096,-36.3601,143.531
8097,-36.3605,143.5319
8098,-36.3609,143.5328
8099,-36.3613,143.5338
8100,-36.3618,143.5347
8101,-36.3622,143.5356
8102,-36.3626,143.5365
8103,-36.363,143.5374
8104,-36.3634,143.5383
8105,-36.3639,143.5392
8106,-36.3643,143.5401
8107,-36.3647,143.541
8108,-36.3651,143.5419
8109,-36.3656,143.5428
8110,-36.366,143.5437
8111,-36.3664,143.5446
8112,-36.3668,143.5455
8113,-36.3672,143.5464
8114,-36.3677,143.5473
8115,-36.3681,143.5482
8116,-36.3685,143.5491
8117,-36.3689,143.55
8118,-36.3694,143.5509
8119,-36.3698,143.5518
8120,-36.3702,143.5527
8121,-36.3703,143.5537
8122,-36.3705,143.5547
8123,-36.3706,143.5557
8124,-36.3707,143.5567
8125,-36.3709,143.5577
8126,-36.371,143.5586
8127,-36.3711,143.5596
8128,-36.3713,143.5606
8129,-36.3714,143.5616
8130,-36.3715,143.5626
8131,-36.3717,143.5636
8132,-36.3718,143.5646
8133,-36.3719,143.5656
8134,-36.3721,143.5666
8135,-36.3722,143.5676
8136,-36.3723,143.5686
8137,-36.3725,143.5695
8138,-36.3726,143.5705
8139,-36.3727,143.5715
8140,-36.3729,143.5725
8141,-36.373,143.5735
8142,-36.3731,143.5745
8143,-36.3732,143.5755
8144,-36.3734,143.5765
8145,-36.3735,143.5775
8146,-36.3736,143.5785
8147,-36.3738,143.5794
8148,-36.3739,143.5804
8149,-36.374,143.5814
8150,-36.3742,143.5824
8151,-36.3743,143.5834
8152,-36.3744,143.5844
8153,-36.3746,143.5854
8154,-36.3747,143.5864
8155,-36.3748,143.5874
8156,-36.375,143.5884
8157,-36.3751,143.5894
8158,-36.3752,143.5903
8159,-36.3754,143.5913
8160,-36.3755,143.5923
8161,-36.3756,143.5933
8162,-36.3758,143.5943
8163,-36.3759,143.5953
8164,-36.3766,143.5959
8165,-36.3774,143.5965
8166,-36.3781,143.597
8167,-36.3789,143.5976
8168,-36.3796,143.5982
8169,-36.3804,143.5988
8170,-36.3811,143.5993
8171,-36.3819,143.5999
8172,-36.3826,143.6005
8173,-36.3834,143.6011
8174,-36.3841,143.6016
8175,-36.3849,143.6022
8176,-36.3856,143.6028
8177,-36.3864,143.6034
8178,-36.3871,143.6039
8179,-36.3879,143.6045
8180,-36.3886,143.6051
8181,-36.3895,143.6049
8182,-36.3903,143.6048
8183,-36.3912,143.6046
8184,-36.392,143.6045
8185,-36.3929,143.6043
8186,-36.3937,143.6042
8187,-36.3946,143.604
8188,-36.3955,143.6044
8189,-36.3964,143.6048
8190,-36.3974,143.6051
8191,-36.3983,143.6055
8192,-36.3992,143.6059
8193,-36.4001,143.6063
8194,-36.401,143.6067
8195,-36.402,143.6071
8196,-36.4029,143.6074
8197,-36.4038,143.6078
8198,-36.4047,143.6082
8199,-36.4056,143.6086
8200,-36.4066,143.609
8201,-36.4075,143.6094
8202,-36.4084,143.6097
8203,-36.4093,143.6101
8204,-36.4103,143.6105
8205,-36.4112,143.6109
8206,-36.4121,143.6113
8207,-36.413,143.6117
8208,-36.4139,143.612
8209,-36.4149,143.6124
8210,-36.4158,143.6128
8211,-36.4167,143.6132
8212,-36.4176,143.6136
8213,-36.4185,143.614
8214,-36.4195,143.6143
8215,-36.4204,143.6147
8216,-36.4213,143.6151
8217,-36.335,141.6789
8218,-36.3351,141.6799
8219,-36.3352,141.6809
8220,-36.3353,141.6818
8221,-36.3354,141.6828
8222,-36.3355,141.6838
8223,-36.3355,141.6848
8224,-36.3356,141.6858
8225,-36.3357,141.6867
8226,-36.3358,141.6877
8227,-36.3359,141.6887
8228,-36.336,141.6897
8229,-36.3361,141.6907
8230,-36.3362,141.6917
8231,-36.3363,141.6926
8232,-36.3364,141.6936
8233,-36.3364,141.6946
8234,-36.3365,141.6956
8235,-36.3366,141.6966
8236,-36.3367,141.6975
8237,-36.3368,141.6985
8238,-36.3369,141.6995
8239,-36.337,141.7005
8240,-36.3371,141.7015
8241,-36.3372,141.7024
8242,-36.3373,141.7034
8243,-36.3374,141.7044
8244,-36.3374,141.7054
8245,-36.3375,141.7064
8246,-36.3376,141.7073
8247,-36.3377,141.7083
8248,-36.3378,141.7093
8249,-36.3379,141.7103
8250,-36.338,141.7113
8251,-36.3381,141.7123
8252,-36.3382,141.7132
8253,-36.3383,141.7142
8254,-36.3383,141.7152
8255,-36.3384,141.7162
8256,-36.3385,141.7172
8257,-36.3386,141.7181
8258,-36.3387,141.7191
8259,-36.3388,141.7201
8260,-36.3391,141.721
8261,-36.3394,141.722
8262,-36.3398,141.7229
8263,-36.3401,141.7239
8264,-36.3404,141.7248
8265,-36.3407,141.7258
8266,-36.341,141.7267
8267,-36.3414,141.7277
8268,-36.3417,141.7286
8269,-36.342,141.7296
8270,-36.3423,141.7305
8271,-36.3426,141.7315
8272,-36.343,141.7324
8273,-36.3433,141.7334
8274,-36.3436,141.7343
8275,-36.3439,141.7352
8276,-36.3442,141.7362
8277,-36.3446,141.7371
8278,-36.3449,141.7381
8279,-36.3452,141.739
8280,-36.3455,141.74
8281,-36.3458,141.7409
8282,-36.3462,141.7419
8283,-36.3465,141.7428
8284,-36.3468,141.7438
8285,-36.3471,141.7447
8286,-36.3474,141.7457
8287,-36.3478,141.7466
8288,-36.3481,141.7475
8289,-36.3484,141.7485
8290,-36.3487,141.7494
8291,-36.349,141.7504
8292,-36.3494,141.7513
8293,-36.3497,141.7523
8294,-36.35,141.7532
8295,-36.3503,141.7542
8296,-36.3506,141.7551
8297,-36.351,141.7561
8298,-36.3513,141.757
8299,-36.3516,141.758
8300,-36.3519,141.7589
8301,-36.3522,141.7599
8302,-36.3526,141.7608
8303,-36.3529,141.7617
8304,-36.3532,141.7627
8305,-36.3535,141.7636
8306,-36.3538,141.7646
8307,-36.3541,141.7655
8308,-36.3545,141.7665
8309,-36.3548,141.7674
8310,-36.3551,141.7684
8311,-36.3554,141.7693
8312,-36.3557,141.7703
8313,-36.3561,141.7712
8314,-36.3564,141.7722
8315,-36.3567,141.7731
8316,-36.357,141.7741
8317,-36.3573,141.775
8318,-36.3577,141.7759
8319,-36.358,141.7769
8320,-36.3583,141.7778
8321,-36.3586,141.7788
8322,-36.3589,141.7797
8323,-36.3593,141.7807
8324,-36.3596,141.7816
8325,-36.3599,141.7826
8326,-36.3602,141.7835
8327,-36.3605,141.7845
8328,-36.3609,141.7854
8329,-36.3612,141.7864
8330,-36.3615,141.7873
8331,-36.3618,141.7882
8332,-36.3621,141.7892
8333,-36.3625,141.7901
8334,-36.3628,141.7911
8335,-36.3631,141.792
8336,-36.3634,141.793
8337,-36.3637,141.7939
8338,-36.3641,141.7949
8339,-36.3644,141.7958
8340,-36.3647,141.7968
8341,-36.365,141.7977
8342,-36.3653,141.7987
8343,-36.3657,141.7996
8344,-36.366,141.8006
8345,-36.3663,141.8015
8346,-36.3664,141.8025
8347,-36.3665,141.8035
8348,-36.3666,141.8045
8349,-36.3667,141.8055
8350,-36.3668,141.8065
8351,-36.3669,141.8075
8352,-36.367,141.8085
8353,-36.3671,141.8095
8354,-36.3672,141.8105
8355,-36.3673,141.8115
8356,-36.3673,141.8124
8357,-36.3674,141.8134
8358,-36.3675,141.8144
8359,-36.3676,141.8154
8360,-36.3677,141.8164
8361,-36.3678,141.8174
8362,-36.3679,141.8184
8363,-36.368,141.8194
8364,-36.3681,141.8204
8365,-36.3682,141.8214
8366,-36.3683,141.8224
8367,-36.3684,141.8234
8368,-36.3685,141.8244
8369,-36.3686,141.8254
8370,-36.3687,141.8264
8371,-36.3688,141.8274
8372,-36.3689,141.8284
8373,-36.369,141.8294
8374,-36.3691,141.8304
8375,-36.3692,141.8314
8376,-36.3693,141.8324
8377,-36.3693,141.8333
8378,-36.3694,141.8343
8379,-36.3695,141.8353
8380,-36.3696,141.8363
8381,-36.3697,141.8373
8382,-36.3698,141.8383
8383,-36.3699,141.8393
8384,-36.37,141.8403
8385,-36.3701,141.8413
8386,-36.3702,141.8423
8387,-36.3703,141.8433
8388,-36.3704,141.8443
8389,-36.3705,141.8453
8390,-36.3706,141.8463
8391,-36.3707,141.8473
8392,-36.3708,141.8483
8393,-36.3709,141.8493
8394,-36.371,141.8503
8395,-36.3711,141.8513
8396,-36.3712,141.8523
8397,-36.3713,141.8533
8398,-36.3713,141.8542
8399,-36.3714,141.8552
8400,-36.3715,141.8562
8401,-36.3716,141.8572
8402,-36.3717,141.8582
8403,-36.3718,141.8592
8404,-36.3719,141.8602
8405,-36.372,141.8612
8406,-36.3721,141.8622
8407,-36.3722,141.8632
8408,-36.3723,141.8642
8409,-36.3724,141.8652
8410,-36.3725,141.8662
8411,-36.3726,141.8672
8412,-36.3727,141.8682
8413,-36.3728,141.8692
8414,-36.3729,141.8702
8415,-36.373,141.8712
8416,-36.3731,141.8722
8417,-36.3732,141.8732
8418,-36.3733,141.8742
8419,-36.3733,141.8751
8420,-36.3734,141.8761
8421,-36.3735,141.8771
8422,-36.3736,141.8781
8423,-36.3737,141.8791
8424,-36.3738,141.8801
8425,-36.3739,141.8811
8426,-36.374,141.8821
8427,-36.3741,141.8831
8428,-36.3742,141.8841
8429,-36.3743,141.8851
8430,-36.3745,141.8861
8431,-36.3747,141.8871
8432,-36.3748,141.888
8433,-36.375,141.889
8434,-36.3752,141.89
8435,-36.3754,141.891
8436,-36.3756,141.892
8437,-36.3757,141.8929
8438,-36.3759,141.8939
8439,-36.3761,141.8949
8440,-36.3763,141.8959
8441,-36.3765,141.8969
8442,-36.3766,141.8978
8443,-36.3768,141.8988
8444,-36.377,141.8998
8445,-36.3772,141.9008
8446,-36.3774,141.9018
8447,-36.3775,141.9027
8448,-36.3777,141.9037
8449,-36.3779,141.9047
8450,-36.3781,141.9057
8451,-36.3783,141.9067
8452,-36.3785,141.9076
8453,-36.3786,141.9086
8454,-36.3788,141.9096
8455,-36.379,141.9106
8456,-36.3792,141.9116
8457,-36.3794,141.9126
8458,-36.3795,141.9135
8459,-36.3797,141.9145
8460,-36.3799,141.9155
8461,-36.3801,141.9165
8462,-36.3803,141.9175
8463,-36.3804,141.9184
8464,-36.3806,141.9194
8465,-36.3808,141.9204
8466,-36.381,141.9214
8467,-36.3812,141.9224
8468,-36.3813,141.9233
8469,-36.3815,141.9243
8470,-36.3817,141.9253
8471,-36.3819,141.9263
8472,-36.3821,141.9273
8473,-36.3822,141.9282
8474,-36.3824,141.9292
8475,-36.3826,141.9302
8476,-36.3832,141.931
8477,-36.3838,141.9318
8478,-36.3843,141.9326
8479,-36.3849,141.9334
8480,-36.3855,141.9342
8481,-36.3861,141.935
8482,-36.3867,141.9358
8483,-36.3873,141.9366
8484,-36.3878,141.9374
8485,-36.3884,141.9382
8486,-36.389,141.9391
8487,-36.3896,141.9399
8488,-36.3902,141.9407
8489,-36.3907,141.9415
8490,-36.3913,141.9423
8491,-36.3919,141.9431
8492,-36.3925,141.9439
8493,-36.3931,141.9447
8494,-36.3937,141.9455
8495,-36.3942,141.9463
8496,-36.3948,141.9471
8497,-36.3954,141.9479
8498,-36.396,141.9487
8499,-36.3966,141.9495
8500,-36.3971,141.9503
8501,-36.3977,141.9511
8502,-36.3983,141.9519
8503,-36.3989,141.9527
8504,-36.3995,141.9535
8505,-36.4001,141.9543
8506,-36.4006,141.9552
8507,-36.4012,141.956
8508,-36.4018,141.9568
8509,-36.4024,141.9576
8510,-36.403,141.9584
8511,-36.4036,141.9592
8512,-36.4041,141.96
8513,-36.4047,141.9608
8514,-36.4053,141.9616
8515,-36.4059,141.9624
8516,-36.4065,141.9632
8517,-36.407,141.964
8518,-36.4076,141.9648
8519,-36.4082,141.9656
8520,-36.4088,141.9664
8521,-36.4094,141.9672
8522,-36.41,141.968
8523,-36.4105,141.9688
8524,-36.4111,141.9696
8525,-36.4117,141.9704
8526,-36.4123,141.9713
8527,-36.4129,141.9721
8528,-36.4134,141.9729
8529,-36.414,141.9737
8530,-36.4146,141.9745
8531,-36.4152,141.9753
8532,-36.4158,141.9761
8533,-36.4164,141.9769
8534,-36.4169,141.9777
8535,-36.4175,141.9785
8536,-36.4181,141.9793
8537,-36.4183,141.9803
8538,-36.4186,141.9812
8539,-36.4188,141.9822
8540,-36.419,141.9831
8541,-36.4193,141.9841
8542,-36.4195,141.985
8543,-36.4197,141.986
8544,-36.42,141.9869
8545,-36.4202,141.9879
8546,-36.4204,141.9888
8547,-36.4207,141.9898
8548,-36.4209,141.9907
8549,-36.4211,141.9917
8550,-36.4214,141.9927
8551,-36.4216,141.9936
8552,-36.4218,141.9946
8553,-36.4221,141.9955
8554,-36.4223,141.9965
8555,-36.4225,141.9974
8556,-36.4228,141.9984
8557,-36.423,141.9993
8558,-36.4232,142.0003
8559,-36.4235,142.0012
8560,-36.4237,142.0022
8561,-36.4243,142.003
8562,-36.4249,142.0037
8563,-36.4256,142.0045
8564,-36.4262,142.0053
8565,-36.4268,142.006
8566,-36.4274,142.0068
8567,-36.4281,142.0076
8568,-36.4287,142.0083
8569,-36.4293,142.0091
8570,-36.4299,142.0098
8571,-36.4306,142.0106
8572,-36.4312,142.0114
8573,-36.4318,142.0121
8574,-36.4324,142.0129
8575,-36.4331,142.0137
8576,-36.4337,142.0144
8577,-36.4343,142.0152
8578,-36.449,142.0498
8579,-36.4484,142.0491
8580,-36.4477,142.0483
8581,-36.4471,142.0476
8582,-36.4465,142.0468
8583,-36.4458,142.0461
8584,-36.4452,142.0453
8585,-36.4446,142.0446
8586,-36.444,142.0439
8587,-36.4433,142.0431
8588,-36.4427,142.0424
8589,-36.4421,142.0416
8590,-36.4414,142.0409
8591,-36.4408,142.0401
8592,-36.4402,142.0394
8593,-36.4395,142.0386
8594,-36.4389,142.0379
8595,-36.4387,142.037
8596,-36.4385,142.036
8597,-36.4383,142.0351
8598,-36.4381,142.0341
8599,-36.4379,142.0332
8600,-36.4377,142.0322
8601,-36.4376,142.0313
8602,-36.4374,142.0303
